sno,candidate_id,candidate_name,candidate_link,constituency,party,criminal_cases,education,assets,liabilities
1,796,A Chanderan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=796,VELACHERY,Makkal Manadu Katchi,0,8th Pass,"Rs 71,500 ~ 71 Thou+",Rs 0 ~
2,1229,A Manivannan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1229,PERAMBUR,IND,0,Graduate Professional,"Rs 1,75,000 ~ 1 Lacs+",Rs 0 ~
3,167,A S Victor,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=167,VILLUPURAM,IND,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=167&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=167&col=lia
4,1230,A Sivarajalingam,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1230,PERAMBUR,IND,0,10th Pass,"Rs 1,75,000 ~ 1 Lacs+",Rs 0 ~
5,71,A Soundara Rajan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=71,PERAMBUR,CPI(M),2,Graduate,"Rs 89,21,489 ~ 89 Lacs+","Rs 20,00,000 ~ 20 Lacs+"
6,1771,A. Margandeyan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1771,VEERAPANDI,IND,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=1771&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=1771&col=lia
7,748,A. Ramanan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=748,THIYAGARAYANAGAR,SHS,0,10th Pass,"Rs 5,10,900 ~ 5 Lacs+",Rs 0 ~
8,2850,A. Vel Murugan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2850,AMBASAMUDRAM,AIFB,2,5th Pass,"Rs 7,38,516 ~ 7 Lacs+","Rs 3,80,000 ~ 3 Lacs+"
9,846,A.abdul Salam,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=846,COIMBATORE (SOUTH),IND,0,Literate,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=846&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=846&col=lia
10,2971,A.adhikesavan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2971,MADURANTAKAM,Pattali Makkal Katchi,0,10th Pass,"Rs 1,11,59,349 ~ 1 Crore+","Rs 10,50,000 ~ 10 Lacs+"
11,911,A.anshar Sheriff,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=911,THONDAMUTHUR,SDPI,0,10th Pass,"Rs 22,81,066 ~ 22 Lacs+",Rs 0 ~
12,883,A.arjunaraj,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=883,SINGANALLUR,Marumalarchi Dravida Munnetra Kazhagam,0,Graduate Professional,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=883&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=883&col=lia
13,1598,A.c.murugesan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1598,SANKARI,BJP,0,Post Graduate,"Rs 7,26,38,178 ~ 7 Crore+","Rs 60,00,000 ~ 60 Lacs+"
14,3714,A.devakumaran,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=3714,KOLATHUR,IND,0,Graduate Professional,"Rs 2,92,013 ~ 2 Lacs+",Rs 0 ~
15,3369,A.gunasekaran,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=3369,PERAMBALUR,NCP,0,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=3369&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=3369&col=lia
16,1063,A.karthick,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1063,HARUR,BSP,0,12th Pass,"Rs 45,500 ~ 45 Thou+",Rs 0 ~
17,1668,A.kumar,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1668,BARGUR,Pattali Makkal Katchi,0,Graduate,"Rs 10,64,21,839 ~ 10 Crore+","Rs 6,68,03,325 ~ 6 Crore+"
18,115,A.m.munirathinam,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=115,SHOLINGUR,INC,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=115&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=115&col=lia
19,2023,A.muniyasamy,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2023,TIRUCHULI,Pattali Makkal Katchi,0,10th Pass,"Rs 9,05,000 ~ 9 Lacs+",Rs 0 ~
20,607,A.noorjahan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=607,CHEPAUK-THIRUVALLIKENI,AIADMK,0,Post Graduate,"Rs 2,00,55,898 ~ 2 Crore+","Rs 10,21,663 ~ 10 Lacs+"
21,808,A.palanivel,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=808,VILLIVAKKAM,BSP,0,Literate,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=808&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=808&col=lia
22,200,A.r. Elangovan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=200,OMALUR,DMDK,5,8th Pass,"Rs 71,49,373 ~ 71 Lacs+","Rs 2,57,000 ~ 2 Lacs+"
23,2024,A.r.r.seenivasan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2024,VIRUDHUNAGAR,DMK,0,Graduate,"Rs 91,53,723 ~ 91 Lacs+","Rs 17,75,237 ~ 17 Lacs+"
24,622,A.rajendran,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=622,EGMORE,Pattali Makkal Katchi,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=622&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=622&col=lia
25,1985,A.ramakrishnan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1985,BODINAYAKANUR,Pattali Makkal Katchi,0,8th Pass,"Rs 46,30,000 ~ 46 Lacs+","Rs 4,90,000 ~ 4 Lacs+"
26,3104,A.ramalingam,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=3104,RAMANATHAPURAM,BSP,0,Graduate Professional,"Rs 5,67,500 ~ 5 Lacs+",Rs 0 ~
27,830,A.seenevasan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=830,VIRUGAMPAKKAM,Kongunadu Makkal Desia Katchi,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=830&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=830&col=lia
28,663,A.stalinkumar,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=663,KOLATHUR,IND,0,10th Pass,"Rs 1,60,200 ~ 1 Lacs+",Rs 0 ~
29,454,A.subramanian,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=454,KOVILPATTI,DMK,0,5th Pass,"Rs 85,91,196 ~ 85 Lacs+","Rs 8,77,860 ~ 8 Lacs+"
30,202,A.tamilarasu,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=202,OMALUR,Pattali Makkal Katchi,3,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=202&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=202&col=lia
31,604,A.v.a.kassali,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=604,CHEPAUK-THIRUVALLIKENI,Pattali Makkal Katchi,0,5th Pass,"Rs 70,54,336 ~ 70 Lacs+","Rs 1,02,022 ~ 1 Lacs+"
32,81,A.vagai Venthan,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=81,VILLIVAKKAM,Naam Tamilar Katchi,1,Post Graduate,"Rs 20,90,536 ~ 20 Lacs+","Rs 4,31,388 ~ 4 Lacs+"
33,1983,A.veerabadran,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1983,BODINAYAKANUR,DMDK,0,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=1983&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=1983&col=lia
34,170,Aadhavan. S,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=170,VIKRAVANDI,BJP,0,Graduate Professional,"Rs 1,64,28,728 ~ 1 Crore+","Rs 99,50,000 ~ 99 Lacs+"
35,434,Aakhash Dhev,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=434,COLACHAL,Gandhiya Makkal Iyakkam,0,Graduate Professional,"Rs 38,36,129 ~ 38 Lacs+","Rs 6,87,312 ~ 6 Lacs+"
36,400,Aasai Kumar,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=400,MADURAI NORTH,Pattali Makkal Katchi,2,8th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=400&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=400&col=lia
37,1308,Aassan Maulaana,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1308,AMBATTUR,INC,1,Post Graduate,"Rs 18,21,73,901 ~ 18 Crore+","Rs 36,71,275 ~ 36 Lacs+"
38,1704,Aathilinga Perumal. D,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=1704,KANNIYAKUMARI,DMDK,1,8th Pass,"Rs 2,06,07,456 ~ 2 Crore+","Rs 58,39,389 ~ 58 Lacs+"
39,3495,Abbas Ali S B,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=3495,VEPPANAHALLI,Forward Democratic Labour Party,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=3495&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=3495&col=lia
40,609,Abbu Moosa Khaderi,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=609,CHEPAUK-THIRUVALLIKENI,IND,0,12th Pass,"Rs 17,25,000 ~ 17 Lacs+","Rs 10,23,000 ~ 10 Lacs+"
41,3178,Abdul Gaffar. P.,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=3178,VANIYAMBADI,IND,0,Illiterate,"Rs 26,75,000 ~ 26 Lacs+",Rs 0 ~
42,2804,Abdul Gafoor.s,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2804,SANKARAPURAM,SDPI,0,5th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=2804&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=2804&col=lia
43,2332,"Abdul Hakkem, P.",https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2332,SULUR,BSP,0,5th Pass,"Rs 22,60,000 ~ 22 Lacs+",Rs 0 ~
44,2068,Abdul Jafaar S,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2068,ARANTHANGI,IND,0,10th Pass,"Rs 1,56,000 ~ 1 Lacs+",Rs 0 ~
45,952,Abdul Satthar G,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=952,CHIDAMBARAM,SDPI,0,5th Pass,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=952&col=ta,https://myneta.info/image_v2.php?myneta_folder=TamilNadu2016&candidate_id=952&col=lia
46,2307,Abdul Vahab. A,https://www.myneta.info/TamilNadu2016/candidate.php?candidate_id=2307,METTUPPALAYAM,Naam Tamilar Katchi,1,10th Pass,"Rs 4,66,000 ~ 4 Lacs+","Rs 15,000 ~ 15 Thou+"
